seed-property-id,address,property-name,property-type,gfa,year-built,province,city,postal-code,geom,latitude,longitude,energy-star,site-eui,source-eui,total-ghg,ghgi
BBBC024265,6115 Student Union Boulevard,North Parkade,Parking Garage,27293.9999151168,1988,BC,Vancouver,V6T 1Z1,"(-123.15611267089844,49.2307014465332)",49.2307014465332,-123.15611267089844,,11.105600000000000,,11.325908160000000,0.4149592304038760
BBBC006745,2199 Wesbrook Mall,J.B. MacDonald,College/University,7328.000414937600,2010,BC,Vancouver,V6T1Z4,"(-123.24552154541016,49.26557540893555)",49.26557540893555,-123.24552154541016,,324.39710000000000,,362.54129989856300,49.47337998403790
BBBC006308,6270 University Boulevard,Bio Sci West,College/University,8021.000422483200,2011,BC,Vancouver,V6T1Z4,"(-123.25260925292969,49.2647590637207)",49.2647590637207,-123.25260925292969,,709.65415,,613.9491539856380,76.5426415038085
BBBC008208,1420 W 11th Ave,Stardust Building,Multifamily Housing,3019.3971095808,1964,BC,Vancouver,V5T4R4,"(-123.13711,49.261416)",49.261416,-123.13711,,291.5851,352.66590000000000,142.55225540000000,47.212112972348100
BBBC023119,2350 w 1st,Marine View,Multifamily Housing,1403.7983794944000,1957,BC,Vancouver,v6k 1g2,"(-123.15872955322266,49.27061080932617)",49.27061080932617,-123.15872955322266,,252.71550000000000,286.03230000000000,61.7723338,44.003665285924400
BBBC006255,1871 West Mall,Asian Centre,College/University,4925.9997479808,1975,BC,Vancouver,V6T1Z4,"(-123.25265502929688,49.268348693847656)",49.268348693847656,-123.25265502929688,,111.81320000000000,,80.7604682188008,16.39472070546620
BBBC006941,2385 East Mall,Pulp & Paper,College/University,3675.9995641152,1985,BC,Vancouver,V6T1Z4,"(-123.24690246582031,49.26124572753906)",49.26124572753906,-123.24690246582031,,241.86230000000000,,144.81062900600900,39.393500010179500
BBBC004658,"835 - 845 Cambie Street Vancouver, BC",(Concealed),Office,9727.390506470400,1984,BC,Vancouver,V6B 2P4,"(-123.116121,49.277812)",49.277812,-123.116121,87,158.28635,263.8211,134.24713500000000,13.800926876930000
BBBC018788,1265 Cardero st.,Casa Del Vandt,Multifamily Housing,2324.3978286144,1956,BC,Vancouver,v6g 2j2,"(-123.14022827148438,49.28443908691406)",49.28443908691406,-123.14022827148438,,244.38630000000000,280.4795,95.6757344,41.161474439775800
BBBC008645,3350 Maquinna Dr,(3210) Champlain Heights Community Centre,Rec Centre,2675.0975143104,1980,BC,Vancouver,V5S 4C6,"(-123.0320816040039,49.214454650878906)",49.214454650878906,-123.0320816040039,,244.38630000000000,336.0075,88.7023972,33.158533804571800
BBBC014746,"600 Drake Street, Vancouver V6B 5W7",600 Drake,Multifamily Housing,5801.0943590784,1993,BC,Vancouver,V6B 5W7,"(-123.127525,49.275332)",49.275332,-123.127525,,241.60990000000000,366.5479,153.2927676,26.424776044531900
BBBC008805,390 E 51 Ave,(1346) Sunset Rink,Ice Rink,3692.696098464,1970,BC,Vancouver,V5X 1C7,"(-123.09796905517578,49.22349548339844)",49.22349548339844,-123.09796905517578,65,236.05710000000000,360.9951,94.52286100000000,25.597224089300400
BBBC008743,900 Heatley Ave,(3230) Fire Hall #1,Fire Station,3025.8975352896000,1973,BC,Vancouver,V6A 3S7,"(-123.08964538574219,49.275760650634766)",49.275760650634766,-123.08964538574219,,283.2559,422.10745,101.61919780000000,33.58312641901980
BBBC023291,"590 West 8th Ave, Vancouver, BC",590 West 8th Ave,Office,3095.9965950912000,1990,BC,Vancouver,V5Z 1C5,"(-123.11663055419922,49.263893127441406)",49.263893127441406,-123.11663055419922,73,161.06275,305.46710000000000,26.628573800000000,8.600961665325430
BBBC008529,2010 Glen Dr,(7557) VPD - Police Tact Training C and Storage,Police Station,13888.386674784000,2011,BC,Vancouver,V5T 0B1,"(-123.0798568725586,49.2668342590332)",49.2668342590332,-123.0798568725586,,172.16835,269.3739,250.4035582,18.029690685966800
BBBC024133,6488 University Boulevard,Ponderosa West - Arbutus/Maple,Residence Hall/Dormitory,17402.000086252800,2013,BC,Vancouver,V6T 1Z4,"(-123.2552490234375,49.263832092285156)",49.263832092285156,-123.2552490234375,,200.027,,364.31039356000000,20.934952258079800
BBBC006399,6265 Crescent Road,Chan Centre,College/University,11440.000448985600,1997,BC,Vancouver,V6T1Z4,"(-123.25418853759766,49.27024841308594)",49.27024841308594,-123.25418853759766,,103.35780000000000,,135.76040858967600,11.867156632882200
BBBC006521,5950 University Boulevard,Strangway,College/University,12402.9999165312,2005,BC,Vancouver,V6T1Z4,"(-123.24571228027344,49.26643753051758)",49.26643753051758,-123.24571228027344,,251.16955,,284.78212022820300,22.96072293384810
BBBC006834,2176 Health Sciences Mall,MEDC,College/University,4014.0003332736,1961,BC,Vancouver,V6T1Z4,"(-123.24832916259766,49.265052795410156)",49.265052795410156,-123.24832916259766,,307.5494,,212.27858194483700,52.884493993150700
BBBC008878,480 Broughton St,(7595) Coal Harbour Community Centre,Rec Centre,2146.0983142464,2000,BC,Vancouver,V6G 3H4,"(-123.12590026855469,49.2901725769043)",49.2901725769043,-123.12590026855469,,347.1131,524.83425,84.57208920000000,39.40733133913550
BBBC008976,3515-3565 Wesbrook Mall,FAS - Dahlia-Magnolia (G+H) - 3515-3565 Wesbrook Mall,Multifamily Housing,9847.690652966400,2012,BC,Vancouver,V6T1Z4,"(-123.2337901,49.25235511)",49.25235511,-123.2337901,82,141.62795,191.60315000000000,180.89670240000000,18.369436420488100
BBBC022855,1434 Burnaby,Crystal Court,Multifamily Housing,4890.994811539200,1969,BC,Vancouver,v6g1w8,"(-123.07289123535156,49.32037353515625)",49.32037353515625,-123.07289123535156,,213.81435000000000,241.60990000000000,176.18546320000000,36.022383888428100
BBBC004523,"595 Howe St, Vancouver, BC",(Concealed),Office,8859.891647923200,1977,BC,Vancouver,V6C 2T5,"(-123.122559,49.280693)",49.280693,-123.122559,77,247.1627,369.3243,252.74381240000000,28.52671091840460
