seed-property-id,address,property-name,property-type,gfa,year-built,province,city,postal-code,geom,latitude,longitude,energy-star,site-eui,source-eui,total-ghg,ghgi
BBBC023010,1305 w 12th ave,"Skyline, The",Multifamily Housing,5131.095286176000,1968,BC,Vancouver,v6h1m3,"(-123.13451385498047,49.260982513427734)",49.260982513427734,-123.13451385498047,,222.14355000000000,255.4919,191.4326018,37.3082949868419
BBBC006692,2053 Main Mall,Henry Angus,College/University,16921.999807545600,1965,BC,Vancouver,V6T1Z4,"(-123.25379180908203,49.26482391357422)",49.26482391357422,-123.25379180908203,,209.20805,,283.12801279680800,16.731340386561400
BBBC008761,535 E Cordova St,(3610) Antoinette Lodge,Multifamily Housing,2573.7978975552000,1977,BC,Vancouver,V6A 3T7,"(-123.09264373779297,49.28240966796875)",49.28240966796875,-123.09264373779297,,380.4299,491.51745000000000,142.23688920000000,55.26337234411910
BBBC023325,"1148 Hornby St, Vancouver, BC",1148 Hornby St,Office,3069.897344064,1900,BC,Vancouver,V6Z 2C3,"(-123.12704467773438,49.27880859375)",49.27880859375,-123.12704467773438,45,249.93910000000000,408.2254500000000,71.53622840000000,23.302459709139000
BBBC007058,6270 University Boulevard,ULTL,College/University,9068.999668416,2019,BC,Vancouver,V6T1Z4,"(-123.25260925292969,49.2647590637207)",49.2647590637207,-123.25260925292969,,463.8481,,387.36945413916700,42.713539908240000
BBBC006326,1874 East Mall,Brock Hall,College/University,5907.0001085568,1940,BC,Vancouver,V6T1Z4,"(-123.25341033935547,49.26858901977539)",49.26858901977539,-123.25341033935547,,436.93595,,349.9949568602820,59.25082304430040
BBBC004202,"905 W Pender St, Vancouver, BC",(Concealed),Office,3930.696035366400,1966,BC,Vancouver,V6C 1L6,"(-123.116704,49.286197)",49.286197,-123.116704,52,252.71550000000000,360.9951,126.4690984,32.174702615614500
BBBC017129,1451 East 12th Avenue,Edward Byers House,Multifamily Housing,1579.39813152,1962,BC,Vancouver,V5N 2A1,"(-123.0746841430664,49.2598876953125)",49.2598876953125,-123.0746841430664,,147.18075,174.94475,37.1518766,23.52278371428720
BBBC014639,3408 Crowley Drive,Wessex Gate,Multifamily Housing,9176.791349606400,1994,BC,Vancouver,V5R 6C3,"(-123.033119,49.237094)",49.237094,-123.033119,,255.4919,366.5479,293.97657300000000,32.03475782617030
BBBC008832,151 W Cordova St,(4328) 151 W Cordova St (VFS && EasyPark),Parking Garage,29819.0710972224,2003,BC,Vancouver,V6B 1E1,"(-123.1077651977539,49.28340148925781)",49.28340148925781,-123.1077651977539,,66.6336,124.96955000000000,71.4145712,2.394927120839430
BBBC018747,3675 West 7th Avenue,Almata,Multifamily Housing,2059.7978932992,1965,BC,Vancouver,V6G 1W5,"(-123.185546875,49.26630401611328)",49.26630401611328,-123.185546875,,249.93910000000000,291.5851,86.5874082,42.03680598336150
BBBC006772,2350 Health Sciences Mall,Life Sci,College/University,52176.99964579200,2004,BC,Vancouver,V6T1Z4,"(-123.24498748779297,49.262203216552734)",49.262203216552734,-123.24498748779297,,439.27065000000000,,2094.5910441150800,40.14391458509430
BBBC022889,1750 Davie,English Bay Tower,Multifamily Housing,5130.994950892800,1964,BC,Vancouver,v6g1w3,"(-123.14125061035156,49.28648376464844)",49.28648376464844,-123.14125061035156,,219.36715000000000,252.71550000000000,191.1050066,37.24517827210570
BBBC008510,2780 E Broadway,(7475) 2780 E Broadway - East Van Bottle Depot,Office - with Warehouse,9623.590868908800,1950,BC,Vancouver,V5M 1Y8,"(-123.04778289794922,49.26114273071289)",49.26114273071289,-123.04778289794922,99,80.54715,116.64035000000000,94.125379,9.780682615552830
BBBC008501,181 Roundhouse Mews,(7100) Roundhouse Community Arts and Recreational Centre,Rec Centre,10994.189418028800,1990,BC,Vancouver,V6Z 2W3,"(-123.12176513671875,49.2733154296875)",49.2733154296875,-123.12176513671875,,177.72115,255.4919,369.38453977777800,33.598127907672000
BBBC022897,2061 Beach,"Flamingo, The",Multifamily Housing,3577.0968457920000,1967,BC,Vancouver,v6g1z3,"(-123.14484405517578,49.29021072387695)",49.29021072387695,-123.14484405517578,,222.14355000000000,261.0447,131.9508906,36.887668574179300
BBBC008814,2305 Cornwall Ave,(1547) Kitsilano Pool,Outdoor Pool,5357.7944972928,1970,BC,Vancouver,V6K1B6,"(-123.1573257446289,49.2730712890625)",49.2730712890625,-123.1573257446289,,224.91995,244.38630000000000,187.02267520000000,34.906619562289600
BBBC022939,6111 Tisdale,Willow Gardens,Multifamily Housing,10450.289499379200,1965,BC,Vancouver,v5z3m9,"(-123.12164306640625,49.22987747192383)",49.22987747192383,-123.12164306640625,,277.70310000000000,311.01990000000000,502.3440024,48.06981818919440
BBBC009001,"3388 Webber Lane, Wesbrook Village",FAS - Webber House - 3388 Webber Lane,Multifamily Housing,4256.395512998400,2016,BC,Vancouver,V6S 0J8,"(-123.2368508,49.25351072)",49.25351072,-123.2368508,85,124.96955000000000,199.93235000000000,79.5430448,18.68787042458420
BBBC017061,2675 Alder Street,Magnolo Manor,Multifamily Housing,1579.39813152,1970,BC,Vancouver,V6H 2S2,"(-123.1318359375,49.26185989379883)",49.26185989379883,-123.1318359375,,199.93235000000000,236.05710000000000,51.62034440000000,32.68352254858150
BBBC014498,3083 NE Kent Avenue,Fraser Pointe 2,Multifamily Housing,10034.6905370304,1992,BC,Vancouver,V5S 4R2,"(-123.043232,49.206804)",49.206804,-123.043232,,224.91995,324.9019,273.3534304,27.24081673023390
BBBC001553,2910 Virtual Way,Broadway Tech 4 (EPL),Office,17037.283189881600,2012,BC,Vancouver,V5M 4X7,"(-123.044333,49.261368)",49.261368,-123.044333,79,183.27395,341.5603,178.2292288,10.461119553708100
BBBC008869,801 W 22nd Av,(1534) Douglas Park Community Centre,Rec Centre,1935.7983477504,1960,BC,Vancouver,V5Z 1Z8,"(-123.12271881103516,49.25286865234375)",49.25286865234375,-123.12271881103516,,188.82675,255.4919,49.7411236,25.69538067905180
BBBC007101,2140 Lower Mall,Swing Space,College/University,5398.9997826240000,2005,BC,Vancouver,V6T1Z4,"(-123.25553894042969,49.262420654296875)",49.262420654296875,-123.25553894042969,,134.62385,,87.84135345764270,16.269915166954800
BBBC008388,6260 Killarney St,(1821) Killarney Community Centre,Rec Centre (with Pool and Ice Rink),9233.491003948800,1999,BC,Vancouver,V5S 2X7,"(-123.04440307617188,49.227413177490234)",49.227413177490234,-123.04440307617188,,394.34345000000000,585.9466,412.8265358,44.709648399835700
BBBC006638,2177 Wesbrook Mall V6T 1Z3,Friedman,College/University,6073.000189459200,2008,BC,Vancouver,V6T1Z4,"(-123.24540710449219,49.26476287841797)",49.26476287841797,-123.24540710449219,,110.5512,,76.39465834441180,12.579381200503900
BBBC023283,"520 West 6th Ave, Vancouver, BC",520 West 6th Ave,Medical Office,5568.994694246400,1985,BC,Vancouver,V5Z 4H5,"(-123.11558532714844,49.26555633544922)",49.26555633544922,-123.11558532714844,18,344.3367,552.6298000000000,186.6534434,33.516509354927300
BBBC008716,2690 Larch St,(1246B) Kitsilano Community Centre excl Rink,Rec Centre,3140.0967391488,1950,BC,Vancouver,V6K 4K9,"(-123.16011810302734,49.262062072753906)",49.262062072753906,-123.16011810302734,,161.06275,283.2559,38.6351666,12.30380221391600
BBBC008592,320 Alexander St,(4837) Evelyne Saller Centre,Social/Meeting Hall,5198.995331020800,1986,BC,Vancouver,V6A 1C3,"(-123.09745788574219,49.284141540527344)",49.284141540527344,-123.09745788574219,,238.8335,322.1255,169.2004088,32.54479650092280
BBBC001866,939 Beatty Street,Yaletown 939 (EPL),Multifamily Housing,13110.987042489600,2004,BC,Vancouver,V6Z 3C1,"(-123.116328,49.276395)",49.276395,-123.116328,,258.26830000000000,438.76585000000000,264.6569736,20.18587285778810
BBBC024158,6445 / 2075 University Boulevard / West Mall,Ponderosa North - Cedar/Oak,Residence Hall/Dormitory,26516.000129184,2016,BC,Vancouver,V6T 1Z2,"(-123.25503540039062,49.26433563232422)",49.26433563232422,-123.25503540039062,,177.8158,,467.2877227777780,17.62284161586580
BBBC001651,1285 West Pender Street,Evergreen (EPL),Office,10991.089243584000,1980,BC,Vancouver,V6E 4B1,"(-123.124773,49.289088)",49.289088,-123.124773,90,166.61555000000000,269.3739,174.92144520000000,15.91482627829000
BBBC008672,3096 East Hastings St,(4384) Hastings Community Centre,Rec Centre,3525.3963040320000,1980,BC,Vancouver,V5K 2A3,"(-123.03924560546875,49.28095626831055)",49.28095626831055,-123.03924560546875,,191.60315000000000,263.8211,94.27241080000000,26.740914052874200
BBBC001330,1529 West Pender,Bayview at Coal Harbour (EPL),Multifamily Housing,22037.978840083200,2002,BC,Vancouver,V6G 3J3,"(-123.12922,49.290418)",49.290418,-123.12922,,258.26830000000000,438.76585000000000,447.2898996,20.29630167011250
BBBC006932,2405 Wesbrook Mall,Pharmacy,College/University,36137.99956901760,2012,BC,Vancouver,V6T1Z4,"(-123.2441635131836,49.26194381713867)",49.26194381713867,-123.2441635131836,,757.4839500000000,,2920.372850962610,80.81161269626680
BBBC008985,3428 Wesbrook Mall,FAS - Larkspur (F) - 3428 Wesbrook Mall,Multifamily Housing,5126.995475020800,2009,BC,Vancouver,V6S0A9,"(-123.2341773,49.25378972)",49.25378972,-123.2341773,70,152.73355000000000,219.36715000000000,93.35994420000000,18.209466793238300
BBBC004131,1075 West Georgia St.,(Concealed),Office,46107.555784704000,1969,BC,Vancouver,V6E 3C9,"(-123.122205,49.28587)",49.28587,-123.122205,86,166.61555000000000,272.1503,740.3670166,16.05737470820080
BBBC006460,2036 Main Mall,Chem North,College/University,2738.999941344,2006,BC,Vancouver,V6T1Z4,"(-123.25343322753906,49.26581954956055)",49.26581954956055,-123.25343322753906,,625.0055,,195.00424544455900,71.19534899832220
BBBC009010,6268 Eagles Drive,UNA - Clements Green,Multifamily Housing,6901.9935250176,2006,BC,Vancouver,V6T0A2,"(-123.245945102486,49.2582282892114)",49.2582282892114,-123.245945102486,89,102.75835,166.61555000000000,65.3896094,9.474008615421160
BBBC024091,5960 Student Union Boulevard,Exchange,Residence Hall/Dormitory,26165.000366668800,2019,BC,Vancouver,V6T 1Z1,"(-123.24713897705078,49.26835632324219)",49.26835632324219,-123.24713897705078,,116.67190000000000,,163.27785024444400,6.2403091895722500
BBBC008565,3484 Kingsway,(9435) Kingsway Continental,Multifamily Housing,6840.293829062400,1962,BC,Vancouver,V5R 5L3,"(-123.03096008300781,49.231937408447266)",49.231937408447266,-123.03096008300781,,183.27395,302.6907,120.7257088,17.64918218212970
BBBC006479,6250 Applied Science Lane,CEME,College/University,9361.0004263488,1976,BC,Vancouver,V6T1Z4,"(-123.2484130859375,49.263221740722656)",49.263221740722656,-123.2484130859375,,163.27125000000000,,178.1872579567800,19.035047260074800
BBBC024109,6080 Student Union Boulevard,Aquatic Centre,Swimming Pool,8040.999659904000,2017,BC,Vancouver,V6T 1Z1,"(-123.248291015625,49.26824951171875)",49.26824951171875,-123.248291015625,,475.04835000000000,,286.9202252844450,35.68212408338090
BBBC022905,1920 Alberni,Harbourview,Multifamily Housing,5106.095078112000,1969,BC,Vancouver,v6g1b5,"(-123.13654327392578,49.293209075927734)",49.293209075927734,-123.13654327392578,,236.05710000000000,269.3739,205.3002114,40.20685270863830
